"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,SM_FORENAME,SM_SURNAME,SM_STREET,SM_STREETNO,SM_POST_CODE1,SM_CITY1,SM_CITY2,SM_EMAIL
Meter Reading (MR) Doc. No.,EAzetzqfsyfRXUbWuvRTRkwSXQnpgBBhXZpyFYP,/kVfJrFKKlIZXIhYBOLzTtSLeMbMEgQIVR/CKWR,ybKKyefWSbiRyDvimWuSbGlachMSNmgVijnbmqo,XmbtpMcISVhrWYxxselSSWZkcpcUqRjAQsXZf/C,128,MANDATORY_READING,Prof.,Sabine,Fischer,Bergstraße,3b,58097,Hagen,Ischeland,sabine.fischer@example.com
Meter Reading (MR) Doc. No.,EAzetzqfsyfRXUbWuvRTRkwSXQnpgBBhXZpyFYP,/kVfJrFKKlIZXIhYBOLzTtSLeMbMEgQIVR/CKWR,ybKKyefWSbiRyDvimWuSbGlachMSNmgVijnbmqo,XmbtpMcISVhrWYxxselSSWZkcpcUqRjAQsXZf/C,128,MANDATORY_READING,Prof.,Sabine,Fischer,Bergstraße,3b,58097,Hagen,Ischeland,sabine.fischer@example.com
Meter Reading (MR) Doc. No.,EAzetzqfsyfRXUbWuvRTRkwSXQnpgBBhXZpyFYP,/kVfJrFKKlIZXIhYBOLzTtSLeMbMEgQIVR/CKWR,ybKKyefWSbiRyDvimWuSbGlachMSNmgVijnbmqo,XmbtpMcISVhrWYxxselSSWZkcpcUqRjAQsXZf/C,128,MANDATORY_READING,Prof.,Sabine,Fischer,Bergstraße,3b,58097,Hagen,Ischeland,sabine.fischer@example.com
Meter Reading (MR) Doc. No.,EAzetzqfsyfRXUbWuvRTRkwSXQnpgBBhXZpyFYP,/kVfJrFKKlIZXIhYBOLzTtSLeMbMEgQIVR/CKWR,ybKKyefWSbiRyDvimWuSbGlachMSNmgVijnbmqo,XmbtpMcISVhrWYxxselSSWZkcpcUqRjAQsXZf/C,128,MANDATORY_READING,Prof.,Sabine,Fischer,Bergstraße,3b,58097,Hagen,Ischeland,sabine.fischer@example.com
Meter Reading (MR) Doc. No.,XSJlVYskkSWECuCSLUVriwMALPrAcluqZEUNXki,eZKQiyrCEdLUPbYYn/I/ZxiKgzAxdfOGOQjWBzp,pujXPyiQZApvfwrZubAFpgpmKTgXosBkVhSwZnW,bdySnIGfU/kUrEPYKQtUWrQNRhXDTdSZDWvIwWS,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,XSJlVYskkSWECuCSLUVriwMALPrAcluqZEUNXki,eZKQiyrCEdLUPbYYn/I/ZxiKgzAxdfOGOQjWBzp,pujXPyiQZApvfwrZubAFpgpmKTgXosBkVhSwZnW,bdySnIGfU/kUrEPYKQtUWrQNRhXDTdSZDWvIwWS,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,XSJlVYskkSWECuCSLUVriwMALPrAcluqZEUNXki,eZKQiyrCEdLUPbYYn/I/ZxiKgzAxdfOGOQjWBzp,pujXPyiQZApvfwrZubAFpgpmKTgXosBkVhSwZnW,bdySnIGfU/kUrEPYKQtUWrQNRhXDTdSZDWvIwWS,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,XSJlVYskkSWECuCSLUVriwMALPrAcluqZEUNXki,eZKQiyrCEdLUPbYYn/I/ZxiKgzAxdfOGOQjWBzp,pujXPyiQZApvfwrZubAFpgpmKTgXosBkVhSwZnW,bdySnIGfU/kUrEPYKQtUWrQNRhXDTdSZDWvIwWS,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,rujZTewaRWZDNw/TtvfzTsXXTUWTvWRaqWAhbXZ,nyZMSeHHyOpW/aZWyAMtSxnJtRRUvmddyTBZ+ms,SMxqRIQeVZXPZZCguZuoiuMWmUwgrQOPXOHzdQC,rtXfbhoFFSaQkPUYJR/AB/IYFzVn+HQZZYKXsIY,6,MANDATORY_READING,Herr,Anna,Schneider,Kirchweg,50,58093,Hagen,Boele,anna.schneider@example.com
Meter Reading (MR) Doc. No.,rujZTewaRWZDNw/TtvfzTsXXTUWTvWRaqWAhbXZ,nyZMSeHHyOpW/aZWyAMtSxnJtRRUvmddyTBZ+ms,SMxqRIQeVZXPZZCguZuoiuMWmUwgrQOPXOHzdQC,rtXfbhoFFSaQkPUYJR/AB/IYFzVn+HQZZYKXsIY,6,MANDATORY_READING,Herr,Anna,Schneider,Kirchweg,50,58093,Hagen,Boele,anna.schneider@example.com
Meter Reading (MR) Doc. No.,rujZTewaRWZDNw/TtvfzTsXXTUWTvWRaqWAhbXZ,nyZMSeHHyOpW/aZWyAMtSxnJtRRUvmddyTBZ+ms,SMxqRIQeVZXPZZCguZuoiuMWmUwgrQOPXOHzdQC,rtXfbhoFFSaQkPUYJR/AB/IYFzVn+HQZZYKXsIY,6,MANDATORY_READING,Herr,Anna,Schneider,Kirchweg,50,58093,Hagen,Boele,anna.schneider@example.com
Meter Reading (MR) Doc. No.,rujZTewaRWZDNw/TtvfzTsXXTUWTvWRaqWAhbXZ,nyZMSeHHyOpW/aZWyAMtSxnJtRRUvmddyTBZ+ms,SMxqRIQeVZXPZZCguZuoiuMWmUwgrQOPXOHzdQC,rtXfbhoFFSaQkPUYJR/AB/IYFzVn+HQZZYKXsIY,6,MANDATORY_READING,Herr,Anna,Schneider,Kirchweg,50,58093,Hagen,Boele,anna.schneider@example.com
Meter Reading (MR) Doc. No.,nniNLIMiWZOLdUaLBUYJwJKQYvzuYoSEQTt/wJW,oXZWVQZUjSdXuCVgBrZvUZGOQcgTwED+zGYzeZ/,AeNnqYmQlGgCNmZoYDSePiTZukWzwf+OPpmVLGA,lToCdQTXIzHcIUZIrqSoeewlZVESHaFORvBPy/T,21,MANDATORY_READING,Dr.,Anna,Becker,Hauptstraße,5,58513,Lüdenscheid,,anna.becker@example.com
Meter Reading (MR) Doc. No.,nniNLIMiWZOLdUaLBUYJwJKQYvzuYoSEQTt/wJW,oXZWVQZUjSdXuCVgBrZvUZGOQcgTwED+zGYzeZ/,AeNnqYmQlGgCNmZoYDSePiTZukWzwf+OPpmVLGA,lToCdQTXIzHcIUZIrqSoeewlZVESHaFORvBPy/T,21,MANDATORY_READING,Dr.,Anna,Becker,Hauptstraße,5,58513,Lüdenscheid,,anna.becker@example.com
Meter Reading (MR) Doc. No.,nniNLIMiWZOLdUaLBUYJwJKQYvzuYoSEQTt/wJW,oXZWVQZUjSdXuCVgBrZvUZGOQcgTwED+zGYzeZ/,AeNnqYmQlGgCNmZoYDSePiTZukWzwf+OPpmVLGA,lToCdQTXIzHcIUZIrqSoeewlZVESHaFORvBPy/T,21,MANDATORY_READING,Dr.,Anna,Becker,Hauptstraße,5,58513,Lüdenscheid,,anna.becker@example.com
Meter Reading (MR) Doc. No.,nniNLIMiWZOLdUaLBUYJwJKQYvzuYoSEQTt/wJW,oXZWVQZUjSdXuCVgBrZvUZGOQcgTwED+zGYzeZ/,AeNnqYmQlGgCNmZoYDSePiTZukWzwf+OPpmVLGA,lToCdQTXIzHcIUZIrqSoeewlZVESHaFORvBPy/T,21,MANDATORY_READING,Dr.,Anna,Becker,Hauptstraße,5,58513,Lüdenscheid,,anna.becker@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,cDEPADhGkjbyTQRlRqrVaZOCSpToZOueSWODaWX,rEZupPpVfQlNoIxV/oIgQPqYnAPRuPbXvZfUWTn,zHpjxGTSR/zTyRG/JWfmueDuB+UYgQyqCwYeSKu,1,MANDATORY_READING,Dipl.-Ing.,Peter,Schneider,Bahnhofstraße,12c,58540,Meinerzhagen,Meinerzhagen,peter.schneider@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,cDEPADhGkjbyTQRlRqrVaZOCSpToZOueSWODaWX,rEZupPpVfQlNoIxV/oIgQPqYnAPRuPbXvZfUWTn,zHpjxGTSR/zTyRG/JWfmueDuB+UYgQyqCwYeSKu,1,MANDATORY_READING,Dipl.-Ing.,Peter,Schneider,Bahnhofstraße,12c,58540,Meinerzhagen,Meinerzhagen,peter.schneider@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,cDEPADhGkjbyTQRlRqrVaZOCSpToZOueSWODaWX,rEZupPpVfQlNoIxV/oIgQPqYnAPRuPbXvZfUWTn,zHpjxGTSR/zTyRG/JWfmueDuB+UYgQyqCwYeSKu,1,MANDATORY_READING,Dipl.-Ing.,Peter,Schneider,Bahnhofstraße,12c,58540,Meinerzhagen,Meinerzhagen,peter.schneider@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,cDEPADhGkjbyTQRlRqrVaZOCSpToZOueSWODaWX,rEZupPpVfQlNoIxV/oIgQPqYnAPRuPbXvZfUWTn,zHpjxGTSR/zTyRG/JWfmueDuB+UYgQyqCwYeSKu,1,MANDATORY_READING,Dipl.-Ing.,Peter,Schneider,Bahnhofstraße,12c,58540,Meinerzhagen,Meinerzhagen,peter.schneider@example.com
Meter Reading (MR) Doc. No.,gPLSMhrJEvxALEAYSvNrVQZsDXDYniRNyjwROW/,PEzJQiAGXswsZUXyPvwLbdHPSETpRzSYquQgbQw,TTnWCMCgnfcZbvcmtIaEcihJZBxnXLiXQtZpwST,TXUdNNVdthGpC+zRZURqkLVDyFqLZIiVLcpVaTm,2,MANDATORY_READING,Herr,Anna,Schneider,Dorfstraße,50,58540,Meinerzhagen,Meinerzhagen,anna.schneider@example.com
Meter Reading (MR) Doc. No.,gPLSMhrJEvxALEAYSvNrVQZsDXDYniRNyjwROW/,PEzJQiAGXswsZUXyPvwLbdHPSETpRzSYquQgbQw,TTnWCMCgnfcZbvcmtIaEcihJZBxnXLiXQtZpwST,TXUdNNVdthGpC+zRZURqkLVDyFqLZIiVLcpVaTm,2,MANDATORY_READING,Herr,Anna,Schneider,Dorfstraße,50,58540,Meinerzhagen,Meinerzhagen,anna.schneider@example.com
Meter Reading (MR) Doc. No.,gPLSMhrJEvxALEAYSvNrVQZsDXDYniRNyjwROW/,PEzJQiAGXswsZUXyPvwLbdHPSETpRzSYquQgbQw,TTnWCMCgnfcZbvcmtIaEcihJZBxnXLiXQtZpwST,TXUdNNVdthGpC+zRZURqkLVDyFqLZIiVLcpVaTm,2,MANDATORY_READING,Herr,Anna,Schneider,Dorfstraße,50,58540,Meinerzhagen,Meinerzhagen,anna.schneider@example.com
Meter Reading (MR) Doc. No.,gPLSMhrJEvxALEAYSvNrVQZsDXDYniRNyjwROW/,PEzJQiAGXswsZUXyPvwLbdHPSETpRzSYquQgbQw,TTnWCMCgnfcZbvcmtIaEcihJZBxnXLiXQtZpwST,TXUdNNVdthGpC+zRZURqkLVDyFqLZIiVLcpVaTm,2,MANDATORY_READING,Herr,Anna,Schneider,Dorfstraße,50,58540,Meinerzhagen,Meinerzhagen,anna.schneider@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,ZgVo+RSnNJJZVuTkx/Q+aR+YIpMMTVmlQHwnKOP,loxtMBBjsUIizsSSJYNvNnQyOfFOYwLssbvTxOR,pfniustwQSwFUBbeQhSYLTPuRGYHEKlQUWOAJgs,1,MANDATORY_READING,Dr.,Thomas,Wagner,Kirchweg,50,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,ZgVo+RSnNJJZVuTkx/Q+aR+YIpMMTVmlQHwnKOP,loxtMBBjsUIizsSSJYNvNnQyOfFOYwLssbvTxOR,pfniustwQSwFUBbeQhSYLTPuRGYHEKlQUWOAJgs,1,MANDATORY_READING,Dr.,Thomas,Wagner,Kirchweg,50,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,ZgVo+RSnNJJZVuTkx/Q+aR+YIpMMTVmlQHwnKOP,loxtMBBjsUIizsSSJYNvNnQyOfFOYwLssbvTxOR,pfniustwQSwFUBbeQhSYLTPuRGYHEKlQUWOAJgs,1,MANDATORY_READING,Dr.,Thomas,Wagner,Kirchweg,50,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,UhMiWZ/WCRUTGpVyS+UPJLnfVPESJcojStATicx,ZgVo+RSnNJJZVuTkx/Q+aR+YIpMMTVmlQHwnKOP,loxtMBBjsUIizsSSJYNvNnQyOfFOYwLssbvTxOR,pfniustwQSwFUBbeQhSYLTPuRGYHEKlQUWOAJgs,1,MANDATORY_READING,Dr.,Thomas,Wagner,Kirchweg,50,58540,Meinerzhagen,Meinerzhagen,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,GSX/boLmOnabfRhxOT/+TQYWjGvV+SNXRkWtY/j,YYSzNrHuVUJxZpU+ngGUTCfdZvneR/RwtAOPYGc,hjZRMaqHWNnaTVXjrASIQWDeXuQUJsBoedtqbuZ,GEekTyeKRJVkvYbnkWXTUqVwBRfwsNlcYnmVcRg,2,MANDATORY_READING,Frau,Thomas,Fischer,Bahnhofstraße,1a,58507,Lüdenscheid,,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,GSX/boLmOnabfRhxOT/+TQYWjGvV+SNXRkWtY/j,YYSzNrHuVUJxZpU+ngGUTCfdZvneR/RwtAOPYGc,hjZRMaqHWNnaTVXjrASIQWDeXuQUJsBoedtqbuZ,GEekTyeKRJVkvYbnkWXTUqVwBRfwsNlcYnmVcRg,2,MANDATORY_READING,Frau,Thomas,Fischer,Bahnhofstraße,1a,58507,Lüdenscheid,,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,GSX/boLmOnabfRhxOT/+TQYWjGvV+SNXRkWtY/j,YYSzNrHuVUJxZpU+ngGUTCfdZvneR/RwtAOPYGc,hjZRMaqHWNnaTVXjrASIQWDeXuQUJsBoedtqbuZ,GEekTyeKRJVkvYbnkWXTUqVwBRfwsNlcYnmVcRg,2,MANDATORY_READING,Frau,Thomas,Fischer,Bahnhofstraße,1a,58507,Lüdenscheid,,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,GSX/boLmOnabfRhxOT/+TQYWjGvV+SNXRkWtY/j,YYSzNrHuVUJxZpU+ngGUTCfdZvneR/RwtAOPYGc,hjZRMaqHWNnaTVXjrASIQWDeXuQUJsBoedtqbuZ,GEekTyeKRJVkvYbnkWXTUqVwBRfwsNlcYnmVcRg,2,MANDATORY_READING,Frau,Thomas,Fischer,Bahnhofstraße,1a,58507,Lüdenscheid,,thomas.fischer@example.com
Meter Reading (MR) Doc. No.,QkwTgbdwjYhfoFi+PslOYVTsXqZVgeRYtcNVrvO,uC/JJZPyNcVwn/WChKGXDssrhEcURvphW+qO/PY,HCxiZD+UwMwRxeHSPWGRi/cSkXrzoYh+xVCVkyn,ipyTgWaQdiyVXxlfxpmNxkChUkAqbKvtLRUUVXn,5,MANDATORY_READING,Frau,Klaus,Meyer,Hauptstraße,42,58840,Plettenberg,Bremcke,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,QkwTgbdwjYhfoFi+PslOYVTsXqZVgeRYtcNVrvO,uC/JJZPyNcVwn/WChKGXDssrhEcURvphW+qO/PY,HCxiZD+UwMwRxeHSPWGRi/cSkXrzoYh+xVCVkyn,ipyTgWaQdiyVXxlfxpmNxkChUkAqbKvtLRUUVXn,5,MANDATORY_READING,Frau,Klaus,Meyer,Hauptstraße,42,58840,Plettenberg,Bremcke,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,QkwTgbdwjYhfoFi+PslOYVTsXqZVgeRYtcNVrvO,uC/JJZPyNcVwn/WChKGXDssrhEcURvphW+qO/PY,HCxiZD+UwMwRxeHSPWGRi/cSkXrzoYh+xVCVkyn,ipyTgWaQdiyVXxlfxpmNxkChUkAqbKvtLRUUVXn,5,MANDATORY_READING,Frau,Klaus,Meyer,Hauptstraße,42,58840,Plettenberg,Bremcke,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,QkwTgbdwjYhfoFi+PslOYVTsXqZVgeRYtcNVrvO,uC/JJZPyNcVwn/WChKGXDssrhEcURvphW+qO/PY,HCxiZD+UwMwRxeHSPWGRi/cSkXrzoYh+xVCVkyn,ipyTgWaQdiyVXxlfxpmNxkChUkAqbKvtLRUUVXn,5,MANDATORY_READING,Frau,Klaus,Meyer,Hauptstraße,42,58840,Plettenberg,Bremcke,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,hPQsxrwfwKG+hRaIuYpGZZChbRYXcdueWQmaWRS,wZtXwNbOXJITdbfwZUb/JS/YTPT+UYZYx/cVUjb,iRnXZkTdXkTeSQTXNZVSRBStQxiqjHZytmDGQkz,csQEQQzXnYVTT+PHWCDQnNWTZpxrUgVfFoW/MUf,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,hPQsxrwfwKG+hRaIuYpGZZChbRYXcdueWQmaWRS,wZtXwNbOXJITdbfwZUb/JS/YTPT+UYZYx/cVUjb,iRnXZkTdXkTeSQTXNZVSRBStQxiqjHZytmDGQkz,csQEQQzXnYVTT+PHWCDQnNWTZpxrUgVfFoW/MUf,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,hPQsxrwfwKG+hRaIuYpGZZChbRYXcdueWQmaWRS,wZtXwNbOXJITdbfwZUb/JS/YTPT+UYZYx/cVUjb,iRnXZkTdXkTeSQTXNZVSRBStQxiqjHZytmDGQkz,csQEQQzXnYVTT+PHWCDQnNWTZpxrUgVfFoW/MUf,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,hPQsxrwfwKG+hRaIuYpGZZChbRYXcdueWQmaWRS,wZtXwNbOXJITdbfwZUb/JS/YTPT+UYZYx/cVUjb,iRnXZkTdXkTeSQTXNZVSRBStQxiqjHZytmDGQkz,csQEQQzXnYVTT+PHWCDQnNWTZpxrUgVfFoW/MUf,1,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,DTNFC/j/pwAP+VZVoZVSkDq+xGDQaLJnhhYGByy,hkWyQVxTZeN+SZcQEvKQCxQMSnrswhFO+MLHjQO,puBUPWWIxwlGqWcujUyJGBQPkRYlpLUzRRIHFTv,13,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,25,58507,Lüdenscheid,Lüdenscheid,peter.müller@example.com
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,DTNFC/j/pwAP+VZVoZVSkDq+xGDQaLJnhhYGByy,hkWyQVxTZeN+SZcQEvKQCxQMSnrswhFO+MLHjQO,puBUPWWIxwlGqWcujUyJGBQPkRYlpLUzRRIHFTv,13,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,25,58507,Lüdenscheid,Lüdenscheid,peter.müller@example.com
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,DTNFC/j/pwAP+VZVoZVSkDq+xGDQaLJnhhYGByy,hkWyQVxTZeN+SZcQEvKQCxQMSnrswhFO+MLHjQO,puBUPWWIxwlGqWcujUyJGBQPkRYlpLUzRRIHFTv,13,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,25,58507,Lüdenscheid,Lüdenscheid,peter.müller@example.com
Meter Reading (MR) Doc. No.,qeBRHmoWBxmZ/phvrwyDSEZxAlJzQufLGmYWsQJ,DTNFC/j/pwAP+VZVoZVSkDq+xGDQaLJnhhYGByy,hkWyQVxTZeN+SZcQEvKQCxQMSnrswhFO+MLHjQO,puBUPWWIxwlGqWcujUyJGBQPkRYlpLUzRRIHFTv,13,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,25,58507,Lüdenscheid,Lüdenscheid,peter.müller@example.com
Meter Reading (MR) Doc. No.,ILAogNVqfVfmWP+gyjTvgRfCJ+IhYvDkoKVcHSR,XQWQtUvUzKQFTHS+HvpzzQVHWAshZcikRvRDhPd,sqGAlUhMOePqIDdWCQjvWuVRDMznVIxpTgFXW/K,oNfrSZKUgFT+SVTDVD/iqKiqhEXayz+lqlxpDa/,6,MANDATORY_READING,Dipl.-Ing.,Petra,Weber,Kirchweg,12c,58540,Meinerzhagen,Meinerzhagen,petra.weber@example.com
Meter Reading (MR) Doc. No.,ILAogNVqfVfmWP+gyjTvgRfCJ+IhYvDkoKVcHSR,XQWQtUvUzKQFTHS+HvpzzQVHWAshZcikRvRDhPd,sqGAlUhMOePqIDdWCQjvWuVRDMznVIxpTgFXW/K,oNfrSZKUgFT+SVTDVD/iqKiqhEXayz+lqlxpDa/,6,MANDATORY_READING,Dipl.-Ing.,Petra,Weber,Kirchweg,12c,58540,Meinerzhagen,Meinerzhagen,petra.weber@example.com
Meter Reading (MR) Doc. No.,ILAogNVqfVfmWP+gyjTvgRfCJ+IhYvDkoKVcHSR,XQWQtUvUzKQFTHS+HvpzzQVHWAshZcikRvRDhPd,sqGAlUhMOePqIDdWCQjvWuVRDMznVIxpTgFXW/K,oNfrSZKUgFT+SVTDVD/iqKiqhEXayz+lqlxpDa/,6,MANDATORY_READING,Dipl.-Ing.,Petra,Weber,Kirchweg,12c,58540,Meinerzhagen,Meinerzhagen,petra.weber@example.com
Meter Reading (MR) Doc. No.,ILAogNVqfVfmWP+gyjTvgRfCJ+IhYvDkoKVcHSR,XQWQtUvUzKQFTHS+HvpzzQVHWAshZcikRvRDhPd,sqGAlUhMOePqIDdWCQjvWuVRDMznVIxpTgFXW/K,oNfrSZKUgFT+SVTDVD/iqKiqhEXayz+lqlxpDa/,6,MANDATORY_READING,Dipl.-Ing.,Petra,Weber,Kirchweg,12c,58540,Meinerzhagen,Meinerzhagen,petra.weber@example.com
Meter Reading (MR) Doc. No.,ZWZOeFBWkRDmPiiuYOsgKQsSrTSVVWbZWvfmRgU,EVsPHZlSEgYJFgREBPRfqFMgcMYvvYVtryNrjTM,kEQzI/UuXSQ/qlRRNhTCVfYgVoLMx/XmyKZZ/Re,QYZiWURDSqLnkRjXdFsVsTXiRlwpg/WNLtctTEk,20,MANDATORY_READING,Herr,Thomas,Hoffmann,Lindenallee,3b,58540,Meinerzhagen,Meinerzhagen,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,ZWZOeFBWkRDmPiiuYOsgKQsSrTSVVWbZWvfmRgU,EVsPHZlSEgYJFgREBPRfqFMgcMYvvYVtryNrjTM,kEQzI/UuXSQ/qlRRNhTCVfYgVoLMx/XmyKZZ/Re,QYZiWURDSqLnkRjXdFsVsTXiRlwpg/WNLtctTEk,20,MANDATORY_READING,Herr,Thomas,Hoffmann,Lindenallee,3b,58540,Meinerzhagen,Meinerzhagen,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,ZWZOeFBWkRDmPiiuYOsgKQsSrTSVVWbZWvfmRgU,EVsPHZlSEgYJFgREBPRfqFMgcMYvvYVtryNrjTM,kEQzI/UuXSQ/qlRRNhTCVfYgVoLMx/XmyKZZ/Re,QYZiWURDSqLnkRjXdFsVsTXiRlwpg/WNLtctTEk,20,MANDATORY_READING,Herr,Thomas,Hoffmann,Lindenallee,3b,58540,Meinerzhagen,Meinerzhagen,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,ZWZOeFBWkRDmPiiuYOsgKQsSrTSVVWbZWvfmRgU,EVsPHZlSEgYJFgREBPRfqFMgcMYvvYVtryNrjTM,kEQzI/UuXSQ/qlRRNhTCVfYgVoLMx/XmyKZZ/Re,QYZiWURDSqLnkRjXdFsVsTXiRlwpg/WNLtctTEk,20,MANDATORY_READING,Herr,Thomas,Hoffmann,Lindenallee,3b,58540,Meinerzhagen,Meinerzhagen,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,oSYgXOjrciQSCqwmpLvSsyhUOqRRDVBrRaQtrFM,lQARgUNXfEWhPYwbUBDYRYBCzToQFWkxpwDTJTT,ryKqIQUsbikTkrZHA+TsMAyWyGUZYYEeQXJBpOD,5,MANDATORY_READING,Herr,Michael,Hoffmann,Hauptstraße,1,58553,Halver,Buschhausen,michael.hoffmann@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,oSYgXOjrciQSCqwmpLvSsyhUOqRRDVBrRaQtrFM,lQARgUNXfEWhPYwbUBDYRYBCzToQFWkxpwDTJTT,ryKqIQUsbikTkrZHA+TsMAyWyGUZYYEeQXJBpOD,5,MANDATORY_READING,Herr,Michael,Hoffmann,Hauptstraße,1,58553,Halver,Buschhausen,michael.hoffmann@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,oSYgXOjrciQSCqwmpLvSsyhUOqRRDVBrRaQtrFM,lQARgUNXfEWhPYwbUBDYRYBCzToQFWkxpwDTJTT,ryKqIQUsbikTkrZHA+TsMAyWyGUZYYEeQXJBpOD,5,MANDATORY_READING,Herr,Michael,Hoffmann,Hauptstraße,1,58553,Halver,Buschhausen,michael.hoffmann@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,oSYgXOjrciQSCqwmpLvSsyhUOqRRDVBrRaQtrFM,lQARgUNXfEWhPYwbUBDYRYBCzToQFWkxpwDTJTT,ryKqIQUsbikTkrZHA+TsMAyWyGUZYYEeQXJBpOD,5,MANDATORY_READING,Herr,Michael,Hoffmann,Hauptstraße,1,58553,Halver,Buschhausen,michael.hoffmann@example.com
Meter Reading (MR) Doc. No.,aRWRML/uQbjHBKOxgNCPUKTziXSZ/QsDALRoyHg,BYzTvRUfWK+aZHdmkcULpJcdSXLUGoDNmcY/WrS,PpXEYWYsPU/WMTxhDNAgfDqzNnVXqdvDYBXVanr,NTbrXJDQOEEstl+VKjeUTfvUgCIqhQqbREVp+iM,2,MANDATORY_READING,Dipl.-Ing.,Maria,Wagner,Bahnhofstraße,15,58553,Halver,Buschhausen,maria.wagner@example.com
Meter Reading (MR) Doc. No.,aRWRML/uQbjHBKOxgNCPUKTziXSZ/QsDALRoyHg,BYzTvRUfWK+aZHdmkcULpJcdSXLUGoDNmcY/WrS,PpXEYWYsPU/WMTxhDNAgfDqzNnVXqdvDYBXVanr,NTbrXJDQOEEstl+VKjeUTfvUgCIqhQqbREVp+iM,2,MANDATORY_READING,Dipl.-Ing.,Maria,Wagner,Bahnhofstraße,15,58553,Halver,Buschhausen,maria.wagner@example.com
Meter Reading (MR) Doc. No.,aRWRML/uQbjHBKOxgNCPUKTziXSZ/QsDALRoyHg,BYzTvRUfWK+aZHdmkcULpJcdSXLUGoDNmcY/WrS,PpXEYWYsPU/WMTxhDNAgfDqzNnVXqdvDYBXVanr,NTbrXJDQOEEstl+VKjeUTfvUgCIqhQqbREVp+iM,2,MANDATORY_READING,Dipl.-Ing.,Maria,Wagner,Bahnhofstraße,15,58553,Halver,Buschhausen,maria.wagner@example.com
