"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POSTCODE1,CITY1,CITY2,EMAIL
REKUWFxAXiTfYDWVqmGpJZYU+OmcOXXIMqPhkDM,JZtJiCoAWFleDufSvj+RsoWYtgI/dIALNhNQUzg,jRWdX+TvKVlSwtGWIkCRWvVWRVq+JHbJ/ZjEiaR,QVDDgKYUtja/SggDB+QUwmXlljQtWwsTZXSbKoF,WM+yyZkxhutdtHEUp/QesZnXUSWKSVYxgjKtohL,12,KSA,Dipl.-Ing.,Peter,Weber,Kirchweg,15,58553,Halver,Halver,peter.weber@example.com
S/F+cIqYiRUearTSMiUCiZZWcWBGXjSXSVXVhUc,oIzmOLzlpAFUObXFFWSnaFeXzr+SFpNgZMzbiir,mbfSZVRMvfKV/rwRnQsEfQVbwcjsdYao/EHJCBu,QitHfUHUVYnHHVqYXuwptST/JSymzFUOUZTvPyS,VCOdUgielSneWsCAwcOnefOMT/FFWTjXHsWFzTD,17,EVU,Herr,Petra,Schulz,Bergstraße,20,58809,Neuenrade,Neuenrade,petra.schulz@example.com
ITASRxBPWTFufYUTfXF/gcVVcRoUEgD+EVeLpjI,chJolQUKckVZFtwXRoWATHkpJoAOAt+IzwSZubV,WLvZTSuj/CIiUTbuijRQaLqUzXnYMVQCpFTUKXx,hcpqyiIfJUhZg+QebGTdDMrGEIJiAPrpHK/jxyW,zRIk+SUoWHTYwBUBEhJvfFGVtsBKRnMfFlDwSKs,9,KSA,Prof.,Klaus,Becker,Lindenallee,20,58553,Halver,Halver,klaus.becker@example.com
ByxQH+/MWNWPrqRWQtXEgpeYZSWkGr+WRYMOQLT,vbAFOzrSUnRXlFWRQIWU/IvQ/YzSBSj/yXdVfPA,NHXZTnQSHxbQhnfAKPrIRRjpOWsxqKuIlkgqVCV,BipTdFDUZKMPgDxoVZrBtmT/UAVbQDZGmJJk/Ur,VznURPfkHpTA+sCLFfeZQEGK+eZvuBYXXqlfTla,41,KSA,Frau,Hans,Fischer,Bergstraße,15,58553,Halver,Halver,hans.fischer@example.com
PGlNFZhBNyYotISeZXaSArLzD+rZzZ+RTVMi+Ws,XBwOdwH+qmCEVwjyLgQmImCaFfVYZXIAYXffmHe,EoeyRVHyziUHtKoThBUTLlCvVWqmJJGMkeYMHRk,EeHg/kuVWfWtza+RY+MXWSVUTzBSEdKjdyWtWRo,YlXhJUSGZBZK+YiYlFLurXOyIzXOtOUJYwIHfXs,77,KSA,Frau,Sabine,Meyer,Gartenstraße,25,58809,Neuenrade,Neuenrade,sabine.meyer@example.com
SYeXYvnyglyEnTKHQWdTpqSTZOpupWtNUVDXgHj,OrlTcWgtWvx+VOKLWhfivRWUJvRvfEAQT+mIRNZ,UdrQVgSWjImAxQV+VAYzDURHQGUHkmADZihBtQi,XhYjCaqTiBUTZbFWsIBZYZxsmLhYjoQfIYVnMYd,CYndQ+mRteBecUNxXUpEg+TXPgMBjzHRxWCrsKH,11,EVU,Dr.,Klaus,Schulz,Bahnhofstraße,3b,58809,Neuenrade,Neuenrade,klaus.schulz@example.com
jNhBSy/naYDY+oNMFDq/gtiBPRxTCpWNzWyg+gb,gSWzOVJlhULoUjuHaNxVXWxXBMQQaWyzbEFquxj,wC+vdYmQFcs/SkjuQFsAqYZBSVSxjNpTLiTEvPc,jTZpMgSYEHAGKQoTDWAncf/xWYvhgaXFYNjuaQQ,jTcZoRbyzGjqkUQWPsqEPZdOSBMYTbWvTXNWTgv,6,EVU,Frau,Petra,Meyer,Dorfstraße,20,58809,Neuenrade,Neuenrade,petra.meyer@example.com
PPURBpeBdoKMTprETTOGTvppcdVIURpSFKCWxuY,bUXPDUVi+SgSOLVPyyDEccNzcuRFArzkDawjRpO,gNyWFqrxYoWSYADychWJJSVbVUReJX/PrkNauTo,EeJXvtZGVRDbPlsTSwRYOeJWTgczbSzxjRVLXIh,XlKFSrcG+bvbUhQULkiXaRVwkSbLOBuGsdoXvTV,71,KSA,Dr.,Maria,Hoffmann,Hauptstraße,30,58809,Neuenrade,Neuenrade,maria.hoffmann@example.com
QsqSIxaRdKcEiZlHtzbCqCWLcYGUnnztUTLooPS,kWnLcCPYSweFiVzXsvTvOusDtvBPHeuYltzUXXe,QNwBSbz/iRcBKstogonGaEpfXZpkPZbvxmYaKO/,YQRZVLRWrWjOUaRUGfSTXZVRKQUxxuVKbRSXEza,EUSnXrTzD/BFqTbThdQXjZfhPKqIaSvlxNhmdQG,32,KSA,Prof.,Michael,Meyer,Schulstraße,1a,58762,Altena,Altena,michael.meyer@example.com
WgSTqjXsURxgYPtO/B/LWdctt+TiQVVSAeEQb/Z,vWYrRcZcYpORcsqPoIcbgYVLybBZoUNXSoozTeV,kzYSJkxUWRvLmobrTASY+DzRhRyANvTgzRLTQiT,vabU+VQEZTYRYHQcrxQkkRURfjcYfbQbVqljPnJ,vXdV+SzlAzxYJRliKxIdmFncHdQ/uohEXUiRXHq,29,KSA,Dr.,Maria,Fischer,Hauptstraße,10,58553,Halver,Halver,maria.fischer@example.com
alffuISWxSkxlOZQuWBULVSdXJ/zRHRQRpLFNak,EuQdwVf/Oy+JvaJtVQyXFrjDKNpDQmTwYjCwPUA,ZrQStBMDbDYiLgYjVKGASBGNKLYPcGJUlRgRL+U,iMngwJVQSwhShtkltXWzMhtXxWaSQoUZYcYPNKU,DlBEvVK+qfOLUOiKXJl/NNivWSpcZITkdEHALPp,1,EVU,Dr.,Sabine,Müller,Dorfstraße,12c,58809,Neuenrade,Neuenrade,sabine.müller@example.com
WRlPzDGVBILSKDolrWBqYUlBSsWZCkbdYaTmTMn,Km+CHXO+kIcUYvyPWESwJUcHVfTVYzDdVyFJOqz,SUZsipbBUCcNXOhRxtPRAMoKDSOBskVBulgROZs,fQX+wRPKohgcv+SUqpDiVrtUZdjVzqxDYKlWAZN,IRgDKxn/VZZRQTYVneJTWkAzKKTETWNfdIPXjCW,14,KSA,Frau,Peter,Müller,Kirchweg,25,58809,Neuenrade,Neuenrade,peter.müller@example.com
ueBA+aLaSUsuUPoGvWUYgLgQSqQqUDgVlTPBOue,MqtTnSkexGWQppRStaUoUqIxRSkTwvBfNQTYWGT,uNrevZvCTRhwsBcyB/UESDMMhERIU/lGzBZQiWT,dZBtsqSZWgSsTDZo//IQvwWpsWIWzhtzYvFfMxt,TSHwqKXSLIraNUTovMYTVYVsxLuzrpQFtQUs+dO,42,EVU,Frau,Peter,Müller,Bergstraße,20,58762,Altena,Altena,peter.müller@example.com
UTzrnhfVdgyXgkqKedWoOwURRmZZWwTQQZZMREi,RWCAHBvXwZwSZI/BsWw+yYtUQdyxawZWWpkgIbA,wfENcMMJnwVCTGRIRQoWeMCvEAcQrVTLRaxUrgY,/yhscyjUQEInFGZFqMxJrpRRRLeAYYFcWCE+NAm,YwykcCEGYGxqeDbgtbTPltqTdyLqCQyEFizRVWn,16,EVU,Dr.,Klaus,Weber,Marktplatz,30,58809,Neuenrade,Neuenrade,klaus.weber@example.com
Tb/ADeMKwTCCQfNrXSamSNeNN+okTbhfp+hpuOS,Jai+EakRhIuSUXuSuWPDxX+q/RnuaMZxEeETMdl,VGLtycbkHQnTjUbvVmGYpQrdvUYASHVQbfmoQXy,/yiVuQwoQSjxvCAjfiWSFtAAVtIQQFDhSxnYdVD,WZoZMDMTbxIZgXcrgRXEdBqqduBQNKHYclNcxPT,21,EVU,Prof.,Julia,Schneider,Gartenstraße,25,58762,Altena,Altena,julia.schneider@example.com
lSnrmuccWMBDKKMUIFTQXOWUrTfFwBJQCzbV+PU,lkdVBBD/TRqUbvpPzeocTU+snFVCjh/YOPsUsYU,FkVlokRIYCTnBZRlxeuVNjnamaITRWLdJGM+XZh,lIdSuEQrHX/yKXgOWUSOzQ+XHUdeeWFsXPZUCrl,AEZrArtRixQgTBkxoYFwWXuKM/fLSThccvvnVtv,9,KSA,Herr,Thomas,Schmidt,Marktplatz,42,58553,Halver,Halver,thomas.schmidt@example.com
'+USRwOQTmGZzydSiZcIbRsPFKOYoUtUjbUTSaOw,X+jGcYGSrfsAofxUfcMPXKILnECVAjYONVzWNub,lPzhTiRwotYAMxAPZQUOR/ouYsbTovwWXEXgCZ/,PGh+kflVgXQcQyZBVaVJ+XHwjPzosL+Blqao/YC,oceYeTZZLlMICD+vTjcXEhaVzASvFfWUnsAZYOF,28,EVU,Dr.,Michael,Schulz,Lindenallee,1,58809,Neuenrade,Neuenrade,michael.schulz@example.com
gXRBoBErWwuTbVVeQ+uYZev+WqngJpjSqtEQtEz,RDyACQlQsCFrmMkAQHyVqAeZTmDqRNIsKqsbBdR,Kd/GYQQsjyGXsLAQWTS/ZcsQzXfvSAVXUwWPanY,JsvPzZTwFUUNeNUIZQ/PGVLwFWNnQZBxRiDOwNy,/VLlRmPXBehSSJSCAnyESUZBhqcvfeodRXZuQGf,10,EVU,Prof.,Julia,Müller,Lindenallee,1,58553,Halver,Halver,julia.müller@example.com
tJHSWqHVFlubVzhTIxPWTVbYcmoiUewxEfWAWmZ,MBoBZbgjOJsinnzWVdB++dXdgbxWMeWSS/llPdH,lU/BwEGcVlCpPRCTWUUVOsDZQZSRHDWcZEvQvNa,kZTAwWnUnN+aDRRYRnZ+dLWrTSPivsskROVVSRA,LU+rNWTNxBaryldexRVq/XZrwIlJbRlyusTxxEC,24,EVU,Prof.,Petra,Fischer,Hauptstraße,30,58762,Altena,Altena,petra.fischer@example.com
RBtRlsDRR+W+QcQKWZd+AGnTznaVVeueiyKGpbp,mbNZQOZFbZdyLpCtEz/UblFTwHGlcjFEUxoDWoC,XzyUlOhTHwUkVYWqFTm+WanRzEUWhpWHXQywOVP,gWOJBRVXwtVsDvQpAsDcUoPxohOUusftdVEyrFC,mRXerUiZT/LFTnGXwRVRCNWvmfCKQsAPXNHOqmT,4,EVU,Dipl.-Ing.,Sabine,Wagner,Hauptstraße,50,58809,Neuenrade,Neuenrade,sabine.wagner@example.com
ClbYAhYOkOroiWoolRiEnXKJ/WxQRyTNRTllvyl,QyE/LgAgOPQPFFZpQFVLKbuNBschgrDmVi+LjXi,leyCTRCgmutNtUOiUMsFHmbzrbiSPaoZKVaiXDX,yY/XoQEuYU+gqCTKSTCWYnUQNnawuSfkGAVxabP,RAj+lTSoWqKjBxUVshBYoDrKRHqjVQuKBUSVYCY,61,EVU,Frau,Klaus,Hoffmann,Gartenstraße,3b,58762,Altena,Altena,klaus.hoffmann@example.com
RNaPBxWvHccdZvBWmwecrxXtlvfSrIxsvxMaRRW,xtqcPYZGrNXIJqIOYClAbQKHeUSSfOYRFCOGoPK,W+QxAjbcKZLYqZMthjUECBXuUTruyWZUSfttaAT,/UJoSSjxXnpzgXXoYJFYIBXVSkIXTdTWcEoCSZT,sWGMavoozMUaFjGimZFkLRjXsUsZVOKcrXiFgKg,56,KSA,Dipl.-Ing.,Anna,Wagner,Lindenallee,15,58762,Altena,Altena,anna.wagner@example.com
kGCNfbgCQTCmIWHlSsivSXdUOztdBLAvxcKNDjQ,yYABVQFXSfpXRZCquuzsqUSlFZWnXOVRzvEtWXR,cargRVWDkdGIqOueTfwFJVfozznfZLXieWWBNpa,SK/afZdJiK/F+YYTbXafSvwXOeTYhKxsAtYgTaH,deEceRQSVpNVhYc+YqJJAsASGJv/YOVlVZe/WgG,42,EVU,Herr,Thomas,Wagner,Bergstraße,5,58762,Altena,Altena,thomas.wagner@example.com
TmULFAptIFCLeTQRCyVTqeU/RfUTEAldTbUNwsY,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,ueKEKQbYyXXUYkUKLSSUBwtYwcPOqZhFwAXgGy/,CuZcr+whXBOzhiIHNSMRTFoUrYbRRBdKRSVvYwR,gUydTtMBTRztRbQcJjQc+pRCoxQZQTxCIqWNkZw,4,EVU,Frau,Sabine,Schulz,Hauptstraße,1,58809,Neuenrade,Neuenrade,sabine.schulz@example.com
sUndzvkXWaNpWygsCaltEYJSPqONLUWsKXBWDTv,unamRmGbbR+tfXPGSRJiarCYGKQrpXqYLVCmVDm,oLNXkgSRfbTDUcmCRYRRlMqTZPBoEBrzCX/YNwb,kZVBbRRvSfJXVVSsQkEouvwopsZQsLPHPebjqgi,uSsTMVxfdIUZSGTMxsgfpZpGLN/lYcbDvUatQVG,12,EVU,Prof.,Peter,Meyer,Dorfstraße,12c,58553,Halver,Halver,peter.meyer@example.com
QWjZGbmMBQZwFVERGRktkkmBUUjdsyvJRvXbdvn,yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv,CSmkJQOQSiRkhGzoihKQTOTSUVfUBTBGnxbIvAa,nWhqfVUfaYRiWNXF+FuAuvsARjKEeRqfuhOVHRM,UmNsWTEQKJLkMTH+IEtRhZYfhlPsxkkWieIWUeQ,14,EVU,Frau,Thomas,Schulz,Gartenstraße,25,58553,Halver,Halver,thomas.schulz@example.com
RwbQAyTzqXROKquRD/fUfriZL+wlthcWlKOrhQC,jYcbgfrka+efWeSwxg+kFnTVKbVkTMXYGB/WVQr,GqqDnSxLQXjQKY/IospncWrvXCIYyCTNuTtVXbU,lIndwpFBEUlsuMnOYxZRbQRUufUrDGSWQMCPmib,fzicbAQZujFQfKEDElTZnyJTudBPkTfGCESZCwP,2,EVU,Dr.,Peter,Schmidt,Bahnhofstraße,42,58553,Halver,Halver,peter.schmidt@example.com
KjwWZoHFMYpJpjgyhS/MUHVuhSdVQDCXRbvnQiY,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,RVtdmSaUxIWQclZtRAJXxPRSaZdOSXT/LVVR+ih,jTnkT+bXCVJSxAhjZfXwdQkZOpQOITEKbWiABIm,TpGxTMMVhJVjGPJycUBNNpP/dTVcxfiuSYThvuR,43,EVU,Herr,Julia,Weber,Dorfstraße,1,58762,Altena,Altena,julia.weber@example.com
cpXzNNNXSukLxNoxVUfzWVQKIZNEZZSoYVXIlwS,iKBEypUwY++DQTIvdPYqRAQUvDzMUxmIGRbElXG,RnZhJFNypGbVSvLWFV/ohcBkYYccBMzyRjTTyQe,cU+jj+OQYEpqVNMcQTWIrrURUfPjXBKLYNrdhVI,gfUEJFabqUWZqRuRmgjivAJMjrFSbQRFD+iwana,41,EVU,Frau,Sabine,Schulz,Gartenstraße,30,58762,Altena,Altena,sabine.schulz@example.com
VxOAPQkWkhhpcLzoZRVRj/UhAeFkpxYOGATAVjE,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,X+jXnwNc+acxsITBdDdzeTXtjPVEbSWpbCAEuIZ,QHdlMTYE+nDTCiCfeTTTfLYzdwoiGO/azHevZfY,kMXRZSSfzLLIsWWLaxmfSrVeQxmLES/MUWXhkVB,4,EVU,Dr.,Julia,Schmidt,Bahnhofstraße,25,58809,Neuenrade,Neuenrade,julia.schmidt@example.com
dRzBeYdmtPt/kOrAsYm/GgLKZGSj+bVXDVFZSPE,/RSSXhUSRHudbmkiMUSZouRFlwZUsxJYAToTJcI,'+iVmhBD/SwyOTDRckwTKwtDtVSYhIRuTPMnvjxn,xwfHatXoVFTYShNPULSbkMwetmThu+YicpRkekI,R/WFzSvQVHrp+gDnTzYYMovf+tSBTcJnWKcYaUw,15,EVU,Frau,Michael,Weber,Hauptstraße,5,58762,Altena,Altena,michael.weber@example.com
cKaVJJIZvXkSTBUkUhdm/YnPpMVdaSzPeuUkMVa,VSeSvWQqWLpQVnqSXHnYQjXPJsroP/StXgyPoWx,J+TvdDHoS/tribclxyLTOSQkLbrc/vopXOSXkht,QHeggPKKXYtOwLqPIljXmWMXnKAWNBGcxYjUdZK,yWyWiMTvbYRhwmLYSLuKFUipeQjEBaGMiYTSMXo,1,KSA,Dr.,Sabine,Wagner,Gartenstraße,10,58762,Altena,Altena,sabine.wagner@example.com
ASoKvyEdQDRLvXuimaRtfAcZTWC/BQGrrvSZLWQ,OiOrgK/CZRRTWah+PzKXrWrMTlVEQIQnmtFDtzq,WhLJsJCGKIXYZWciukKUyoqqDWQsuEMwDwxJWDk,ftJIdMnTAFTYTgUnJnPASVxJbmNVdcoAJQIQeUT,gApxsRUv/aVCYQRQzXEAaHxTOo+xzWQlIZVQNTN,14,KSA,Frau,Hans,Wagner,Dorfstraße,2,58809,Neuenrade,Neuenrade,hans.wagner@example.com
IQDTbRjEVWuZtJaUZ+otuIRldKgQmspIAucxzxM,NyodKcSxgTKXVAWZNqjUUoPNXW/t+U/S/QktUtp,zXbhPGXGrceXVRzwSRZYrPUlqPHTdZqWlBLYXsK,BHYzDCEBaaTRsNMQM/VuLidSWWgEnWdxGfdxTUa,WopULsPwpQaaeUytVsQZJicgHOYyIk/BFAxe+mU,5,KSA,Frau,Peter,Wagner,Schulstraße,10,58809,Neuenrade,Neuenrade,peter.wagner@example.com
XWBMwPJ+HRKrYbbFiWjXWTrTHdXHzTbnRWNiKcv,NmxejRqgaUpZZFgbvVATZORGFtsqVtNLySZRMVA,ASLFFbmbhygwWPNaJVQXORABSydSHXJzW/LbMvp,PiOYQxbAZaCXaQ/pcZLWsVIZdTXBYUrVuXDXbwt,GOuuSZKUrPROvAbPQnYYjoODIFvhVyykebyZVkn,9,EVU,Herr,Klaus,Meyer,Waldweg,42,58809,Neuenrade,Neuenrade,klaus.meyer@example.com
AijlzkbJRLNJRaQbMt/TCKbKdVcnfmKkblSszcR,dEDQLDNVN/cdBZrrIMEYdAjdZedadUOuY+EZRZZ,EaePAyTHBQyxZcZVtQDcClDw/UCtzfQRgySOQXF,pOQUfwWDmzjPzXaWd+zTXonYLpXUZppfSXlIBYJ,kOajvt/vXHbVYLBeMsHUUEMGFYvEZDTzsxnmJYv,24,EVU,Dr.,Julia,Weber,Dorfstraße,1,58762,Altena,Altena,julia.weber@example.com
hsVaUiJHXSt+IZkHZTpM/rxEpwrSRAZvhdVhtaW,yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv,'+JzsfLxMuFunDkFXZzjVRY+OTUYwmUnhZfkSfYu,WplTTCTSYXwWPuLV+NTwCsKiVCUkRFRigPYAgYb,LgYuaQGJ+iewGYvcSIVHEVFuHTHdfOoaApluxoY,14,EVU,Herr,Maria,Schmidt,Lindenallee,3b,58553,Halver,Halver,maria.schmidt@example.com
VAMxRlnLtYHyYbzfWt/tt/ZojsbgUTSjXx/GSLI,ZOBXxFmNqMhMnElSYyWOaslkERdi+VSOHzKSyNB,T+AwKgwMSFZjzmiJvNmJBxQebhrwdjjQKZx+zYW,TvuiGqN+ZEmeRXHrYYqRrcUVBJcSfEBg/vTzL/l,VYjCXOSjWTjqZDzjZWYg/VUtHWkVVuqcW/TdZIu,38,KSA,Frau,Anna,Schneider,Hauptstraße,15,58762,Altena,Altena,anna.schneider@example.com
'+cy+TTAvvjqVGLOVfciYclsRvCyUDFbbgUfWMff,vPVWHWmYIUooRrtTAbu/qGTjw/yLckhfG/EZncN,oWYHJeSibYyqfhsQFSQXxSdNTXGsWFig/DIKXgZ,BjYf/UIQFivMkYJGBtPIZnCeFzvrEDZPkSVLEvk,ZiThRubHQIPVCTjbe/wwvhQQDXXQUGz+PXDOarS,94,KSA,Dipl.-Ing.,Klaus,Schmidt,Hauptstraße,10,58553,Halver,Halver,klaus.schmidt@example.com
xZETymvMxYacMX+qjLQSZpbryZWjQPdxSvZNSyd,MTptLJWCHZWlYIcllOaYtMuOGTRKKXLYgtxnoKD,UumRYHvwVYdYbnHrmiwWR/mMGqhRENSxAVeQWSo,afBKyQfEpKTzTKYBuztDoSuKcmBRCX/kRkyXWeG,GnCuIfLLhXSiVaWVljTdYRJUDFEZHYYXLMuUxbV,37,EVU,Herr,Anna,Becker,Schulstraße,1,58762,Altena,Altena,anna.becker@example.com
pKNGBVkNd+RGDqQGGINXRYAByYwtmVYJtAjXObk,pZCZAscJYCCDstjFsCnleTtfyZpVztKgEdnVSPj,qUgnC/MOyB+lWiToZRMWJMmnAfPVwiuSeuTTPJk,dZQjdYiTH/aVTVYoOJ+NNSHRVdKYaSEDnKA+BRS,f+rwWjIfCLDISTw+lGoTzZXlRrSJYOrLjRg+jRQ,36,EVU,Frau,Peter,Schneider,Dorfstraße,1a,58809,Neuenrade,Neuenrade,peter.schneider@example.com
t+d+yRNdgWpQaBoheXRLHkYWe+qEZkDNsvBZYjm,RTTttHTOVL+sQrOBYjurrNQB/WOUSBRXJSouWMQ,itlsrErFFWHhYaVdYAZrUTDpvNSjAdCQIUAUZpO,afBSbhHyiaBvSXmYUHanlATWKuZGqVuawKLuhno,SpGdrBGUIkpFiwexKxQythJwuwEVVRceQIClUNQ,2,EVU,Herr,Julia,Meyer,Bergstraße,42,58809,Neuenrade,Neuenrade,julia.meyer@example.com
kQXZSomwbBanTXNrCyEvjCxiENoQKTqDjkbELTc,cXEZEyuVcbqqMffhUnvmvFlkNRUXESZsqQhyPnv,VXzXyuEVptQPaT/xXQtpjq/acdlMnjDolAkynpU,oDaFTZudFuuYTmAm/BpF/jRuiAGsmZViTBLVpPo,WpVhWqXXlTBeAarPIRaqPCSOKoXYQYWVZLzHMIL,22,KSA,Dipl.-Ing.,Julia,Schulz,Marktplatz,15,58762,Altena,Altena,julia.schulz@example.com
vV+s/wZJWwBqfYkjTzOCsIKsHN+kiQQ+RBrWNvT,NmxejRqgaUpZZFgbvVATZORGFtsqVtNLySZRMVA,AFw+ukSSpGWftHRyhKVU+XUeJYRqVVWZWjXUUTb,lJCkoRRgTjNNPhULsJzAvSbZuxVkNUrQOWZSnVq,/RtLpb/ISQ/WPUOsWuVKXJeeWOQOTShIPL+svWJ,9,EVU,Prof.,Maria,Schneider,Hauptstraße,2,58809,Neuenrade,Neuenrade,maria.schneider@example.com
LR/fHEiWTnzCVrTmopSXnWobuUilzWVObocUSVV,Poymps/RLCqGsFJfCBYYpeVqtmujJVNbgLojZZZ,WRXfQ+sXSIDvCXSDsbIP+cEw+CiZpXBRdRQXtEV,BHiflzBEnrXKQlMTESFUSEZanTBTPmtGpWELGUz,UPbLZMkixgFMJMBKrLYaaQYQUuZvcfDwiMVLCbY,17,KSA,Dipl.-Ing.,Klaus,Meyer,Waldweg,2,58553,Halver,Halver,klaus.meyer@example.com
QSqPtVYriTQoGGAiScUTDeBwToCLMXrvNOvksfY,X+jGcYGSrfsAofxUfcMPXKILnECVAjYONVzWNub,zTQIqukSKNyjiLWY+zRL/RrZ/qTwQ+DiKGTuKOG,CRqWgJpWtXbF+SCFmnFfTcRgUIWA+LEDHQWoZ+T,iMteA+zSEzUsXTCgKZwSkcYU/IeyIQXNKRuvvPJ,28,EVU,Dipl.-Ing.,Petra,Wagner,Schulstraße,10,58809,Neuenrade,Neuenrade,petra.wagner@example.com
XvWaFzSZUVCQpWYmcYoWBrxVXBBtoTKTuvQpdwN,eESVYtSmOvGzrZhVQWaE/UtKVSizwVcIRksDLRm,TEZuUEqQROgWZTSanuZJOJVWYmxONzlCezVBlyR,vAoQVo/NEwVUUnHcGRaVxxgGjRvqPtVAIZrWZrB,BhgQyGhJWALGxmzWVKSdXDoCQRgEgUIRLhXwiwh,47,KSA,Dipl.-Ing.,Thomas,Hoffmann,Schulstraße,5,58809,Neuenrade,Neuenrade,thomas.hoffmann@example.com
HxYeJ+wIJGrCqQIXSrBIXkyafFogUKRGZGHmBJd,YP/pKxekBhjyoCvWRyfvpqd+PGVAQbf+uOmUVeD,QzXWhStXNm+TXUrjalYjdtAQdJyjQBUtMlphSKm,EeoRxNfWhFGYEYGTcqJHVRCDdHmNOdYHhkbTjE+,DSwdfzrrzNJHfQyoBnHnYYWKvUSefeM+CERXZZu,1,EVU,Frau,Sabine,Meyer,Lindenallee,50,58762,Altena,Altena,sabine.meyer@example.com
TfEySqPFbshUsNBGEsVWURPv/VGrhx/MpzSwfac,KJp+WlWWyjXaTWWOhcAGNLVPFvjiSWKWfr+ATh+,YZLY+xFKtBk/WcNkmTQYJsJJSCqwsjZW+YksZ+F,SWZIIVgoNdtERFVW+PFTTbAYWepzoLwWfUSDXVh,YtSEYwWXnY/woQpAC+vLUwtcaSxHZYWchUX/fkv,27,KSA,Herr,Anna,Hoffmann,Kirchweg,5,58762,Altena,Altena,anna.hoffmann@example.com
inUurvgJLozSnzkYCIZiAcSRBvY/osnzeeVOtQX,RrVriZWhrTlyYRmUUGrVgutZPfaApEQPfuYuBew,CAosruLvMBSaYXNRPSCNpB+mVZWMEpjuvvwZlUW,VxulTLbwtyVwclyZuuFYbAWtVmRR/bYYojiOjXU,DeSntfhVbEzeSCyJwWrGRqGIPVJCBRQUmb/sVEd,38,EVU,Prof.,Hans,Meyer,Bergstraße,10,58809,Neuenrade,Neuenrade,hans.meyer@example.com
BACKCgTFcxQYOVGXiZvk+wdsoDFYkL+QKEStgjH,hZwRzZQhAsKmaRFrYSPkgQoMWmWqBTLA+gFPwMy,XWPNtQRxWlXfHWQPlTYHUWXEAmIDnBSuUcwXUjX,BjfzeneZuaKQNKfdzWeTYZWDVTCZGraFauCZJTh,YLXSebuqkCyxdt/MSXfTxGPycPeLpDSDXFRQRnZ,10,KSA,Prof.,Klaus,Meyer,Marktplatz,50,58809,Neuenrade,Neuenrade,klaus.meyer@example.com
/XrUgqWfwUyqZPdsTPrbPYBsSYgYgmtCqdlromX,RrVriZWhrTlyYRmUUGrVgutZPfaApEQPfuYuBew,'+FAcAXuttv/CQZWdYkQQQWtbuPXCYvVVxTUXynh,BjgUZXVWYhscZdKDfcbloyW+MiXnVWboTTzFM/S,sHZJIRpUIUfkXVKbtJhvZxUR/sbrCClQSjQStZA,38,EVU,Frau,Peter,Meyer,Marktplatz,15,58809,Neuenrade,Neuenrade,peter.meyer@example.com
mkqKYKBVQRkQXPIbhXOuEKFdlMwgUQ/c+GBTmGR,eRAkYAiIwnaPFMVRjZRZMVeIRkBWkEe+LSRZJWC,ptfFScRRSOCgUswSYPkMZoNhPe+QpJrkJZVnpRo,LBIuYeMjuVvdsBC/znFGcEQWQXjwjhGQBrRyTek,sigILyWmdFw+mMq+mBbBsuWKlJkzXkTxXDaeNGx,18,KSA,Frau,Maria,Schulz,Bahnhofstraße,10,58553,Halver,Halver,maria.schulz@example.com
dRVZbwclMTGczvECgWSGnuaTSDvWUVAYDQeUYZy,HrkhXWiDSSQSGiYXVNRuZcuGUUbsWUBWXKrnSD+,UMEzESgClTRF+gVfYnhWSBtxDo/iJiaQAtUSZZz,LBJPZ+ZzQNLglm+bsWaNRxRGZJbqXUNJEGbqFwH,NCjnSEYqRwrvlnsBgWWqqdSYQSSRSFDajcoViLb,38,KSA,Dr.,Klaus,Fischer,Hauptstraße,2,58809,Neuenrade,Neuenrade,klaus.fischer@example.com
XkJjszQlWRRQrZsDGZE/HBmUkT+AlVzxWYJPEnT,xJkDcCtdIXNXuMYOakAGBXsRiqMBjjzil/gTjaj,LETRpMtQqpIZZdfhEobiekdmpSbvYBVlXDLNKFR,FpQuLxleUZUIx/PGZonxDFlJISxgBUAdpiJkUTZ,f+TFZPFXJEfPBOVc/DmIgXWBGYrdSPWpiIWhtVX,14,EVU,Dipl.-Ing.,Thomas,Wagner,Bahnhofstraße,2,58809,Neuenrade,Neuenrade,thomas.wagner@example.com
lWtpCA/ZUISnHTAYcmUMdZFYQerWirlsVrdyFYD,WRXVMICqTQYKVbHRRBwezZDJYsayYcNvsZhzRsr,PuD/VPLu/UaNA+czQTvWQpYklXQYASCsUoSAvST,AZRltvOqJAooBkt/oRASpYWPuhWhlmxBLegABEy,oWRmjcfGzacqXQWJdEPTxAZnOmJzhbQQtwbonMA,30,EVU,Dr.,Hans,Weber,Waldweg,25,58553,Halver,Halver,hans.weber@example.com
